ds,yhat,yhat_lower,yhat_upper,subtopic,model,target
2022-10-02,0.10818356456266467,-0.5546865505021531,0.7935683541957909,AI Safety,Prophet,sentiment_mean
2022-10-09,-0.014359460368574245,-0.7183695140360993,0.68196212301841,AI Safety,Prophet,sentiment_mean
2022-10-16,-0.12044129228760411,-0.7946561866487635,0.5512443494917448,AI Safety,Prophet,sentiment_mean
2022-10-23,-0.08007999258295151,-0.815643951999385,0.5955608183363106,AI Safety,Prophet,sentiment_mean
2022-10-30,0.051844721171840656,-0.5990848449854823,0.7263473104618516,AI Safety,Prophet,sentiment_mean
2022-11-06,0.09829286342103134,-0.5627336059279807,0.8123746690206861,AI Safety,Prophet,sentiment_mean
2022-11-13,-0.022156911457250933,-0.7189057801571939,0.6536370702258701,AI Safety,Prophet,sentiment_mean
2022-11-20,-0.18397464691196302,-0.8614557873387879,0.4930862019690051,AI Safety,Prophet,sentiment_mean
2022-11-27,-0.183465056014217,-0.8781239100652617,0.48837945266387445,AI Safety,Prophet,sentiment_mean
2022-12-04,0.03906218339647604,-0.6354409131409854,0.709031095295975,AI Safety,Prophet,sentiment_mean
2022-12-11,0.331634245328749,-0.2996224284552746,0.97903631680289,AI Safety,Prophet,sentiment_mean
2022-12-18,0.4816740674487947,-0.20586090321109646,1.1438256339985546,AI Safety,Prophet,sentiment_mean
2022-12-25,0.4102489109520609,-0.30466996563013116,1.1170453262570883,AI Safety,Prophet,sentiment_mean
2023-01-01,0.21104725679459396,-0.49655176600193557,0.9428451623564861,AI Safety,Prophet,sentiment_mean
2023-01-08,0.028292201320381558,-0.5930894538831673,0.6794340503090487,AI Safety,Prophet,sentiment_mean
2023-01-15,-0.06801113091606535,-0.7605703033110958,0.6235127593208246,AI Safety,Prophet,sentiment_mean
2023-01-22,-0.09125042736919318,-0.807097710304342,0.5611382176011619,AI Safety,Prophet,sentiment_mean
2023-01-29,-0.07170602295854249,-0.7157908839795919,0.5826455504979344,AI Safety,Prophet,sentiment_mean
2023-02-05,-0.023063299629271228,-0.7045025336954368,0.5738141316587551,AI Safety,Prophet,sentiment_mean
2023-02-12,0.03134254978235072,-0.6691426203910852,0.7135796740596387,AI Safety,Prophet,sentiment_mean
2023-02-19,0.042096712011448545,-0.6463514875843345,0.6956713242049476,AI Safety,Prophet,sentiment_mean
2023-02-26,-0.025169972547354,-0.7258936646602737,0.6683820252547364,AI Safety,Prophet,sentiment_mean
2023-03-05,-0.13950363965212087,-0.8709636364587243,0.5386375200683728,AI Safety,Prophet,sentiment_mean
2023-03-12,-0.22052554068768765,-0.8852920175055811,0.47514327101161935,AI Safety,Prophet,sentiment_mean
2023-03-19,-0.2132626716795295,-0.8488377627663592,0.4492659302705149,AI Safety,Prophet,sentiment_mean
2023-03-26,-0.13658119567169924,-0.8260423712525947,0.5289742150942577,AI Safety,Prophet,sentiment_mean
2023-04-02,-0.053228002513096284,-0.6997260247649176,0.6233771072068366,AI Safety,Prophet,sentiment_mean
2023-04-09,-0.007662887724043183,-0.7026415071096459,0.699455230463623,AI Safety,Prophet,sentiment_mean
2023-04-16,-0.007931519027478167,-0.6850897254079136,0.6614247757561861,AI Safety,Prophet,sentiment_mean
2023-04-23,-0.05464483433600864,-0.7306600152679302,0.5718220177319683,AI Safety,Prophet,sentiment_mean
2023-04-30,-0.15265906642808694,-0.8105926150230516,0.536475808092104,AI Safety,Prophet,sentiment_mean
2023-05-07,-0.27730718937788934,-0.9648225976494199,0.4116231234919867,AI Safety,Prophet,sentiment_mean
2023-05-14,-0.3530574137731729,-1.0399579422941103,0.3369061482872929,AI Safety,Prophet,sentiment_mean
2023-05-21,-0.3051115832945769,-0.9783771205161725,0.33334845358616033,AI Safety,Prophet,sentiment_mean
2023-05-28,-0.14356775467523686,-0.824600506730888,0.4884970800403714,AI Safety,Prophet,sentiment_mean
2023-06-04,0.02838586386628888,-0.6534038342622988,0.7218249627707107,AI Safety,Prophet,sentiment_mean
2023-06-11,0.11420480370282232,-0.5146243299429015,0.794049540757706,AI Safety,Prophet,sentiment_mean
2023-06-18,0.12282744471892161,-0.5445253193563171,0.8202281929348613,AI Safety,Prophet,sentiment_mean
2023-06-25,0.140467212257612,-0.48349974270770846,0.8323003242175601,AI Safety,Prophet,sentiment_mean
2023-07-02,0.20114140136467812,-0.46209649966452887,0.8545965193038786,AI Safety,Prophet,sentiment_mean
2023-07-09,0.22176935147995486,-0.48406627301788846,0.9100224851095395,AI Safety,Prophet,sentiment_mean
